Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,benefitsReviewPreprocess,sideEffectsReviewPreprocess,commentsReviewPreprocess
4160,fioricet,5,Considerably Effective,Moderate Side Effects,migraines,"It effectively stopped migraine at the ""aura"" stage.  No need to take any additional medications.","Massive dizziness/ ""drugged"" feeling.  A feeling of being ""out of it"" --- unable to focus eyes, exhausted, etc.  Impossible to function until the effect wore off.  Not convinced this is the best option for migraine treatment.  Although it was effective, the side effects were almost not worth it.  There have got to be better options out there.","Every time more than one pill was taken (where one was ineffective in stopping the progression of a migraine), massive dizziness and drugged feeling would result.","['effectively', 'stopped', 'migraine', 'aura', 'stage', 'need', 'take', 'additional', 'medication']","['massive', 'dizziness', 'drugged', 'feeling', 'feeling', 'unable', 'focus', 'eye', 'exhausted', 'etc', 'impossible', 'function', 'effect', 'wore', 'best', 'option', 'migraine', 'treatment', 'although', 'wa', 'effective', 'side', 'effect', 'almost', 'worth', 'got', 'better', 'option']","['every', 'time', 'one', 'pill', 'wa', 'taken', 'one', 'wa', 'ineffective', 'stopping', 'migraine', 'dizziness', 'drugged', 'feeling', 'would', 'result']"
2393,synthroid,10,Highly Effective,No Side Effects,hypothyroid,with the treatment I feel less tired and more energetic.I comeback to my normal weight and I stop losing my hair. Also I do not get cold as I use to.,I did not have any side effects after the doctor find the right dosage I was able to function like I used to before I have the symptoms of the hypothyroid.,I take one tablet everyday in the morning in a empty stomach around the same time and I wait an hour before I eat. Sometimes I can only wait 30 minutes and it does not seems to alter the effect of the medication.,"['treatment', 'feel', 'le', 'tired', 'energetic', 'normal', 'weight', 'stop', 'losing', 'hair', 'also', 'get', 'cold', 'use']","['side', 'effect', 'doctor', 'find', 'right', 'dosage', 'wa', 'able', 'function', 'like', 'used', 'symptom']","['take', 'one', 'tablet', 'everyday', 'morning', 'empty', 'stomach', 'around', 'time', 'wait', 'hour', 'eat', 'sometimes', 'wait', '30', 'minute', 'doe', 'seems', 'effect', 'medication']"
3151,prednisone,8,Highly Effective,No Side Effects,pneumonia,Opened airways to help breath,"none. I did have concerns about taking an oral steroid,but was reassured that the short duration would not cause adverse side effects.","After a first round of antibiotics and use of arbuterol with a nebulizer with minimal effectiveness, my doctor put me on an oral steroid to open up my airways. Once I started the seroid, I felt 100% better.","['opened', 'airway', 'help', 'breath']","['none', 'concern', 'taking', 'oral', 'steroid', 'wa', 'short', 'duration', 'would', 'adverse', 'side', 'effect']","['first', 'round', 'antibiotic', 'use', 'minimal', 'effectiveness', 'doctor', 'put', 'oral', 'steroid', 'open', 'airway', 'started', 'felt', '100', 'better']"
2653,diclofenac,9,Moderately Effective,Mild Side Effects,arthritis,"Anti-inflammatory effect on my joints helped a lot especially my spine.

[NSAID]HELPS RELIEVE PAIN/SWELLING OF ARTHRITIS,SO YOU'RE ABLE TO USE YOU'RE JOINTS MORE EASILY.  THE MISOPROSTOL HELPS PROTECT THE STOMACH FROM UPSET AND ULCERS.",There are a lot of listed side effects but i only had 1 if i had the pill on an empty stomach i would get a nasty pain in the upper tummy.,TABLETS ARE TO BE TAKEN TWICE DAILY FOR AS LONG AS NEEDED.,"['anti', 'inflammatory', 'effect', 'joint', 'helped', 'lot', 'especially', 'spine', 'help', 'relieve', 'pain', 'swelling', 'arthritis', 'able', 'use', 'joint', 'easily', 'help', 'stomach', 'upset', 'ulcer']","['lot', 'listed', 'side', 'effect', '1', 'pill', 'empty', 'stomach', 'would', 'get', 'nasty', 'pain', 'upper', 'tummy']","['tablet', 'taken', 'twice', 'daily', 'long', 'needed']"
193,adderall,6,Considerably Effective,Moderate Side Effects,possible add,"The adderall allows me to focus and study better.  I definitely function better while taking it.  I am prescribed to take it ""as needed"" which means that I don't take it everyday.  I tend to take it most school days (med school) and take more of it during testing times.  I am prescribed to take it up to 3 times a day, but I rarely have taken that much.","If I take a 5 mg pill later than 3 pm or so it is difficult to fall asleep.  I sometimes get jittery or feel like my heart is racing.  Sometimes I have strange muscle twitches that I can't control.  Some days it makes me lose my appetite completely, which doesn't sound bad but I'm already a little underweight.","Since I control when I take the meds (what time, how much- up to 3 per day) I think I have over-done it on occasion, even though it was never above what I'm perscribed.  Some days I will take 3 pills so I can truly concentrate, and then can't sleep. . . may have to take a sleeping pill. . . wake up feeling awful and groggy. . . and have to do the whole viscious cycle all over again.  So, even though I'm doing what I'm perscribed to do, it can be too much for me.  I can understand why there is abuse potential with this drug, as you start feeling dependent on it.  Even with all that, the drug has helped me out more than I can ever explain.","['adderall', 'allows', 'focus', 'study', 'better', 'definitely', 'function', 'better', 'taking', 'prescribed', 'take', 'needed', 'mean', 'take', 'everyday', 'tend', 'take', 'school', 'day', 'med', 'school', 'take', 'testing', 'time', 'prescribed', 'take', '3', 'time', 'day', 'rarely', 'taken', 'much']","['take', '5', 'mg', 'pill', 'later', '3', 'pm', 'difficult', 'fall', 'asleep', 'sometimes', 'get', 'jittery', 'feel', 'like', 'heart', 'racing', 'sometimes', 'strange', 'muscle', 'twitch', 'cannot', 'control', 'day', 'make', 'lose', 'appetite', 'completely', 'doe', 'sound', 'bad', 'already', 'little', 'underweight']","['since', 'control', 'take', 'med', 'time', 'much', '3', 'per', 'day', 'think', 'done', 'occasion', 'even', 'though', 'wa', 'never', 'perscribed', 'day', 'take', '3', 'pill', 'truly', 'concentrate', 'cannot', 'sleep', 'may', 'take', 'sleeping', 'pill', 'wake', 'feeling', 'awful', 'groggy', 'whole', 'cycle', 'even', 'though', 'perscribed', 'much', 'understand', 'abuse', 'potential', 'drug', 'start', 'feeling', 'dependent', 'even', 'drug', 'ha', 'helped', 'ever', 'explain']"
2296,lexapro,9,Considerably Effective,Mild Side Effects,"depression, ptsd",Severe long term depression and anxiety were alleviated.,"Yawning, tiredness, lethargy, dry eyes/sinuses. Over time the drug seemed to build up in my system (the Dr. determined that I metabolize this particular drug slowly)and my dosage had to be adjusted to 5mg/day. 5mg/day takes the edge off the depression but does not cause the extreme exhaustion experienced at higher doses.



This medication is excellent despite some mild side effects. It does not cause any of the musculo/skelatal pain or sleep interuptions I experienced with other anti-depressants.","treatment began 3 years ago, 20mg/day was adusted to 10mg/day taken at bedtime for 2 and a half years. 4 months ago dosage was decreeased to 5mg/day at bedtime.","['severe', 'long', 'term', 'depression', 'anxiety', 'alleviated']","['yawning', 'tiredness', 'lethargy', 'dry', 'eye', 'sinus', 'time', 'drug', 'seemed', 'build', 'system', 'dr', 'particular', 'drug', 'slowly', 'dosage', 'adjusted', '5mg', 'day', '5mg', 'day', 'take', 'edge', 'depression', 'doe', 'extreme', 'experienced', 'higher', 'dos', 'medication', 'despite', 'mild', 'side', 'effect', 'doe', 'pain', 'sleep', 'experienced', 'anti', 'depressant']","['treatment', 'began', '3', 'year', 'ago', '20mg', 'day', 'wa', '10mg', 'day', 'taken', 'bedtime', '2', 'half', 'year', '4', 'month', 'ago', 'dosage', 'wa', '5mg', 'day', 'bedtime']"
181,adderall,8,Considerably Effective,Mild Side Effects,adhd,"Ability to focus, not become so disoriented.  Able to think more clearly.","Hard to fall asleep if taken too late in the day.  Affects my skin somewhat (more blemishes, seems to age my skin somewhat)","I take 3 Adderall per day. 1 1/2 pill in the morning, and 1 1/2 in the the afternoon.  Each pill is 15 mg.  I break one in half to divide between morning and afternoon.  I see my doctor once every 3 months to discuss how it's working.  I started out on 5mg, 2x/day, but I developed a tolerance to it over time and went from 5 mg/2x day, to 10mg/2x day to 15mg 2x/day to 15mg 3/day.","['ability', 'focus', 'become', 'able', 'think', 'clearly']","['hard', 'fall', 'asleep', 'taken', 'late', 'day', 'affect', 'skin', 'somewhat', 'blemish', 'seems', 'age', 'skin', 'somewhat']","['take', '3', 'adderall', 'per', 'day', '1', '1', '2', 'pill', 'morning', '1', '1', '2', 'afternoon', 'pill', '15', 'mg', 'break', 'one', 'half', 'morning', 'afternoon', 'see', 'doctor', 'every', '3', 'month', 'discus', 'working', 'started', '5mg', '2x', 'day', 'developed', 'tolerance', 'time', 'went', '5', 'mg', '2x', 'day', '10mg', '2x', 'day', '15mg', '2x', 'day', '15mg', '3', 'day']"
3783,keflex,1,Considerably Effective,Extremely Severe Side Effects,bladder infections,It did help to control bladder infections.,"I was 25 at the time and experienced chronic yeast infections while this drug. About 10 years later I had severe bladder pain, but no infection was present. After bladder biopsy it was determined that I had intercystial cystitis and the doctor feels it was from being on this antibiotic long term. I suffered with this condition for 6 years and finally had DMSO bladder washes which relieved the problem greatly. To this day I have bladder pain occasionally.","After suffering numerous bladder infections, it was determined that I needed longterm antibiotic treatment to get the problem under control. Six months of Keflex. Because this was 25 years ago I am not sure of the dosage.","['help', 'control', 'bladder', 'infection']","['wa', '25', 'time', 'experienced', 'chronic', 'yeast', 'infection', 'drug', '10', 'year', 'later', 'severe', 'bladder', 'pain', 'infection', 'wa', 'present', 'bladder', 'wa', 'doctor', 'feel', 'wa', 'antibiotic', 'long', 'term', 'suffered', 'condition', '6', 'year', 'finally', 'bladder', 'wash', 'relieved', 'problem', 'greatly', 'day', 'bladder', 'pain', 'occasionally']","['suffering', 'numerous', 'bladder', 'infection', 'wa', 'determined', 'needed', 'antibiotic', 'treatment', 'get', 'problem', 'control', 'six', 'month', 'keflex', 'wa', '25', 'year', 'ago', 'sure', 'dosage']"
389,seasonale,8,Highly Effective,Mild Side Effects,birth control,The benefits of Seasonale is that you only have your period once every three months.,"In my situation, I continually have spot bleeding towards the end of every 30 day cycle which should not occur.  My doctor advised that this would lessen the longer I stay on this medication however, it only improved slighty and I never can make it through the entire 90 days, my period always starts a few days before I've finished the last few pills.","You take one pill every day for 90 days, wait 7 days, and then begin the cycle again.","['benefit', 'period', 'every', 'three', 'month']","['situation', 'spot', 'bleeding', 'towards', 'end', 'every', '30', 'day', 'cycle', 'occur', 'doctor', 'advised', 'would', 'lessen', 'longer', 'stay', 'medication', 'however', 'improved', 'never', 'make', 'entire', 'day', 'period', 'always', 'start', 'day', 'last', 'pill']","['take', 'one', 'pill', 'every', 'day', '90', 'day', 'wait', '7', 'day', 'begin', 'cycle']"
972,periogard,10,Highly Effective,No Side Effects,dental surgery,"prevented infection of surgically sewn gums.  They cut my gums and pulled them down further over the teeth and added a laboratory grown skin product to make the gum larger.  I also used this periogard bottle when they put caps on my teeth, just to prevent infection.","I had no side effects, but was told the product could stain the teeth (which the dentist could alter back to white teeth), however, I wiped my teeth with a wash cloth after swishing with the product.",The details were included in the two above sections.,"['prevented', 'infection', 'cut', 'pulled', 'teeth', 'added', 'grown', 'skin', 'product', 'make', 'larger', 'also', 'used', 'bottle', 'put', 'teeth', 'prevent', 'infection']","['side', 'effect', 'wa', 'told', 'product', 'could', 'teeth', 'dentist', 'could', 'back', 'white', 'teeth', 'however', 'teeth', 'wash', 'product']","['detail', 'included', 'two', 'section']"
3506,atacand,9,Highly Effective,Mild Side Effects,hypertension (high blood pressure),"Effectively lowers blood pressure with very few side effects and NO cough, No drowsiness and no sexual problems of any kind!!!",I have had some very mild side effects. Slight nasal congestion (now gone) and an occasional sort of gravelly coarseness to my voice. If they are the only side effects then I am happy to live with that.,"I had been searching for a drug for hypertension that had the fewest side effects. Every time I saw my doctor it was like I was being a guinea pig for the next lot of side effects and it was really getting me down. So after a little research on the net, I came across this drug and reviews from people who have taken it.

I told and showed my doctor the results and he was happy for me to try this drug and I am glad that I did. Previous drugs gave me an instant irritating cough and also made my feet swell up.

This drug is by far the best I have tried so far and just one 8mg tablet a day does the trick for me!","['effectively', 'lower', 'blood', 'pressure', 'side', 'effect', 'cough', 'drowsiness', 'sexual', 'problem', 'kind']","['mild', 'side', 'effect', 'slight', 'nasal', 'congestion', 'gone', 'occasional', 'sort', 'voice', 'side', 'effect', 'happy', 'live']","['drug', 'hypertension', 'side', 'effect', 'every', 'time', 'saw', 'doctor', 'wa', 'like', 'wa', 'next', 'lot', 'side', 'effect', 'wa', 'really', 'getting', 'little', 'research', 'came', 'across', 'drug', 'review', 'people', 'taken', 'told', 'showed', 'doctor', 'result', 'wa', 'happy', 'try', 'drug', 'glad', 'previous', 'drug', 'gave', 'irritating', 'cough', 'also', 'made', 'foot', 'drug', 'far', 'best', 'tried', 'far', 'one', 'tablet', 'day', 'doe', 'trick']"
